SW Req ID,Title,Requirement,Rationale,Verification Method,Verification Statement
HDTNBPRF-005,BPReceiveFile TCP Convergence Layer,The BPReceiveFile application shall support the TCP version 4 convergence layer.,The convergence layer requirements are implemented as part of the HDTN development. This application can be configured to use the convergence layer.,Demonstration,This requirement is verified when a demonstration shows the BPReceiveFile application is configured to use a TCP v4 convergence layer and bundles are received successfully.\
HDTNBPRF-006,BPReceiveFile UDP Convergence Layer,The BPReceiveFile application shall support the UDP convergence layer.,The convergence layer requirements are implemented as part of the HDTN development. This application can be configured to use the convergence layer.,Demonstration,This requirement is verified when a demonstration shows the BPReceiveFile application is configured to use a UDP convergence layer and bundles are received successfully.\
HDTNBPRF-007,BPReceiveFile STCP Convergence Layer,The BPReceiveFile application shall support the STCP convergence layer.,The convergence layer requirements are implemented as part of the HDTN development. This application can be configured to use the convergence layer.,Demonstration,This requirement is verified when a demonstration shows the BPReceiveFile application is configured to use an STCP convergence layer and bundles are received successfully.\
HDTNBPRF-008,BPReceiveFile LTP Convergence Layer,The BPReceiveFile application shall support the LTP convergence layer.,The convergence layer requirements are implemented as part of the HDTN development. This application can be configured to use the convergence layer.,Demonstration,This requirement is verified when a demonstration shows the BPReceiveFile application is configured to use an LTP convergence layer and bundles are transmitted successfully.\
HDTNBPSP-001,BPSendPacket Maximum Bundle Size,The BPSendPacket application shall allow the user to specify the maximum bundle size.,"There is no maximum size for a bundle according to BPv6 and BPv7, so the user sets the maximum size limit.",Demonstration,This requirement is verified when a demonstration shows the user can configure the maximum bundle size.\
HDTNBPSP-002,BPSendPacket Minimize Bundles Transmitted,The BPSendPacket application shall minimize the number of bundles transmitted per packet.,Bundles should be sized according to the maximum bundle size when possible.,Test,"This requirement is verified when a test is performed to ensure that each packet is transmitted using the fewest possible number of bundles, considering the maximum bundle size.\"
HDTNBPSP-003,BPSendPacket Bundle Protocol Version 6,The BPSendPacket application shall support Bundle Protocol version 6.,The convergence layer requirements are implemented as part of the HDTN development. This application can be configured to use the convergence layer.,Demonstration,This requirement is verified when a demonstration shows the BPSendPacket application is configured to use a Bundle Protocol v6 convergence layer and bundles are received successfully.\
HDTNBPSP-004,BPSendPacket Bundle Protocol Version 7,The BPSendPacket application shall support Bundle Protocol version 7.,The convergence layer requirements are implemented as part of the HDTN development. This application can be configured to use the convergence layer.,Demonstration,This requirement is verified when a demonstration shows the BPSendPacket application is configured to use a Bundle Protocol v7 convergence layer and bundles are received successfully.\
HDTNBPSP-005,BPSendPacket BPSec Support,The BPSendPacket application shall support BPSec (RFC9172/RFC9173).,The convergence layer requirements are implemented as part of the HDTN development. This application can be configured to use the convergence layer.,Demonstration,This requirement is verified when a demonstration shows the BPSendPacket application is configured to use BpSec and bundles are received successfully.\
HDTNBPSP-006,BPSendPacket Bundle Lifetime,The BPSendPacket application shall allow the user to set a maximum bundle lifetime.,A bundle lifetime is needed to determine how long bundles should be kept in storage.,Test,This requirement is verified when a test shows the transmitted bundles' bundle time to live field matches the specified bundle lifetime.\
HDTNBPSP-007,BPSendPacket Bundle Priority,The BPSendPacket application shall have the option to specify the bundle priority from the predefined range for BP version 6.,Bundle priority is a part of RFC 5050 and QoS support.,Test,This requirement is verified when a test shows that the bundle priority field of a transmitted bundle matches the specified priority.\
HDTNBPSP-008,BPSendPacket Destination,The BPSendPacket application shall send bundle data to a specified EID.,The application needs a destination Endpoint ID to send bundles to.,Test,This requirement is verified when a test shows that the transmitted bundles' bundle destination EID field matches the specified EID.\
HDTNBPSP-009,BPSendPacket Source,The BPSendPacket application shall send bundle data with a specified source EID.,The application needs to specify a source Endpoint ID.,Test,This requirement is verified when a test shows that the transmitted bundles' bundle source EID field matches the specified EID.\
HDTNBPSP-010,BPSendPacket Report To EID,The BPSendPacket application shall have the option to specify the Report To EID for the node.,The Report To EID is needed for BP version 6 to know which endpoint receives status reports.,Test,This requirement is verified when a test shows the transmitted bundles' bundle report to EID field matches the specified EID.\
HDTNBPSP-011,BPSendPacket TCP Convergence Layer,The BPSendPacket application shall support the TCP version 4 convergence layer.,The convergence layer requirements are implemented as part of the HDTN development. This application can be configured to use the convergence layer.,Demonstration,This requirement is verified when a demonstration shows the BPSendPacket application is configured to use a TCP v4 convergence layer and bundles are received successfully.\
HDTNBPSP-012,BPSendPacket UDP Convergence Layer,The BPSendPacket application shall support the UDP convergence layer.,The convergence layer requirements are implemented as part of the HDTN development. This application can be configured to use the convergence layer.,Demonstration,This requirement is verified when a demonstration shows the BPSendPacket application is configured to use a UDP convergence layer and bundles are received successfully.\
HDTNBPSP-013,BPSendPacket STCP Convergence Layer,The BPSendPacket application shall support the STCP convergence layer.,The convergence layer requirements are implemented as part of the HDTN development. This application can be configured to use the convergence layer.,Demonstration,This requirement is verified when a demonstration shows the BPSendPacket application is configured to use an STCP convergence layer and bundles are received successfully.\
HDTNBPSP-014,BPSendPacket LTP Convergence Layer,The BPSendPacket application shall support the LTP convergence layer.,The convergence layer requirements are implemented as part of the HDTN development. This application can be configured to use the convergence layer.,Demonstration,This requirement is verified when a demonstration shows the BPSendPacket application is configured to use an LTP convergence layer and bundles are transmitted successfully.\
HDTNBPRP-001,BPReceivePacket Bundle Protocol Version 6,The BPReceivePacket application shall support Bundle Protocol version 6.,The convergence layer requirements are implemented as part of the HDTN development. This application can be configured to use the convergence layer.,Demonstration,This requirement is verified when a demonstration shows the BPReceivePacket application is configured to use a Bundle Protocol v6 convergence layer and bundles are received successfully.\
HDTNBPRP-002,BPReceivePacket Bundle Protocol Version 7,The BPReceivePacket application shall support Bundle Protocol version 7.,The convergence layer requirements are implemented as part of the HDTN development. This application can be configured to use the convergence layer.,Demonstration,This requirement is verified when a demonstration shows the BPReceivePacket application is configured to use a Bundle Protocol v7 convergence layer and bundles are received successfully.\
HDTNBPRP-003,BPReceivePacket BPSec Support,The BPReceivePacket application shall support BPSec (RFC9172/RFC9173).,The convergence layer requirements are implemented as part of the HDTN development. This application can be configured to use the convergence layer.,Demonstration,This requirement is verified when a demonstration shows the BPReceivePacket application is configured to use BpSec and bundles are received successfully.\
HDTNBPRP-004,BPReceivePacket Destination,The BPReceivePacket application shall receive bundle data with a specified EID.,The application needs a destination Endpoint ID to receive bundles.,Test,This requirement is verified when a test shows that the received bundles' bundle destination EID field matches the specified EID.\
HDTNBPRP-005,BPReceivePacket TCP Convergence Layer,The BPReceivePacket application shall support the TCP version 4 convergence layer.,The convergence layer requirements are implemented as part of the HDTN development. This application can be configured to use the convergence layer.,Demonstration,This requirement is verified when a demonstration shows the BPReceivePacket application is configured to use a TCP v4 convergence layer and bundles are received successfully.\
HDTNBPRP-006,BPReceivePacket UDP Convergence Layer,The BPReceivePacket application shall support the UDP convergence layer.,The convergence layer requirements are implemented as part of the HDTN development. This application can be configured to use the convergence layer.,Demonstration,This requirement is verified when a demonstration shows the BPReceivePacket application is configured to use a UDP convergence layer and bundles are received successfully.\
HDTNBPRP-007,BPReceivePacket STCP Convergence Layer,The BPReceivePacket application shall support the STCP convergence layer.,The convergence layer requirements are implemented as part of the HDTN development. This application can be configured to use the convergence layer.,Demonstration,This requirement is verified when a demonstration shows the BPReceivePacket application is configured to use an STCP convergence layer and bundles are received successfully.\
HDTNBPRP-008,BPReceivePacket LTP Convergence Layer,The BPReceivePacket application shall support the LTP convergence layer.,The convergence layer requirements are implemented as part of the HDTN development. This application can be configured to use the convergence layer.,Demonstration,This requirement is verified when a demonstration shows the BPReceivePacket application is configured to use an LTP convergence layer and bundles are transmitted successfully.\
HDTNBPS-001,BPSendStream Maximum Bundle Size,The BPSendStream application shall allow the user to specify the maximum bundle size.,"There is no maximum size for a bundle according to BPv6 and BPv7, so the user sets the maximum size limit.",Demonstration,This requirement is verified when a demonstration shows the user can configure the maximum bundle size.\
HDTNBPS-002,BPSendStream Minimize Bundles Transmitted,The BPSendStream application shall minimize the number of bundles transmitted per stream.,Bundles should be sized according to the maximum bundle size when possible.,Test,"This requirement is verified when a test is performed to ensure that each stream is transmitted using the fewest possible number of bundles, considering the maximum bundle size.\"
HDTNBPS-003,BPSendStream Bundle Protocol Version 6,The BPSendStream application shall support Bundle Protocol version 6.,The convergence layer requirements are implemented as part of the HDTN development. This application can be configured to use the convergence layer.,Demonstration,This requirement is verified when a demonstration shows the BPSendStream application is configured to use a Bundle Protocol v6 convergence layer and bundles are received successfully.\
HDTNBPS-004,BPSendStream Bundle Protocol Version 7,The BPSendStream application shall support Bundle Protocol version 7.,The convergence layer requirements are implemented as part of the HDTN development. This application can be configured to use the convergence layer.,Demonstration,This requirement is verified when a demonstration shows the BPSendStream application is configured to use a Bundle Protocol v7 convergence layer and bundles are received successfully.\
HDTNBPS-005,BPSendStream BPSec Support,The BPSendStream application shall support BPSec (RFC9172/RFC9173).,The convergence layer requirements are implemented as part of the HDTN development. This application can be configured to use the convergence layer.,Demonstration,This requirement is verified when a demonstration shows the BPSendStream application is configured to use BpSec and bundles are received successfully.\
HDTNBPS-006,BPSendStream Bundle Lifetime,The BPSendStream application shall allow the user to set a maximum bundle lifetime.,A bundle lifetime is needed to determine how long bundles should be kept in storage.,Test,This requirement is verified when a test shows the transmitted bundles' bundle time to live field matches the specified bundle lifetime.\
HDTNBPS-007,BPSendStream Bundle Priority,The BPSendStream application shall have the option to specify the bundle priority from the predefined range for BP version 6.,Bundle priority is a part of RFC 5050 and QoS support.,Test,This requirement is verified when a test shows that the bundle priority field of a transmitted bundle matches the specified priority.\
HDTNBPS-008,BPSendStream Destination,The BPSendStream application shall send bundle data to a specified EID.,The application needs a destination Endpoint ID to send bundles to.,Test,This requirement is verified when a test shows that the transmitted bundles' bundle destination EID field matches the specified EID.\
HDTNBPS-009,BPSendStream Source,The BPSendStream application shall send bundle data with a specified source EID.,The application needs to specify a source Endpoint ID.,Test,This requirement is verified when a test shows that the transmitted bundles' bundle source EID field matches the specified EID.\
HDTNBPS-010,BPSendStream Report To EID,The BPSendStream application shall have the option to specify the Report To EID for the node.,The Report To EID is needed for BP version 6 to know which endpoint receives status reports.,Test,This requirement is verified when a test shows the transmitted bundles' bundle report to EID field matches the specified EID.\
HDTNBPS-011,BPSendStream TCP Convergence Layer,The BPSendStream application shall support the TCP version 4 convergence layer.,The convergence layer requirements are implemented as part of the HDTN development. This application can be configured to use the convergence layer.,Demonstration,This requirement is verified when a demonstration shows the BPSendStream application is configured to use a TCP v4 convergence layer and bundles are received successfully.\
HDTNBPS-012,BPSendStream UDP Convergence Layer,The BPSendStream application shall support the UDP convergence layer.,The convergence layer requirements are implemented as part of the HDTN development. This application can be configured to use the convergence layer.,Demonstration,This requirement is verified when a demonstration shows the BPSendStream application is configured to use a UDP convergence layer and bundles are received successfully.\
HDTNBPS-013,BPSendStream STCP Convergence Layer,The BPSendStream application shall support the STCP convergence layer.,The convergence layer requirements are implemented as part of the HDTN development. This application can be configured to use the convergence layer.,Demonstration,This requirement is verified when a demonstration shows the BPSendStream application is configured to use an STCP convergence layer and bundles are received successfully.\
HDTNBPS-014,BPSendStream LTP Convergence Layer,The BPSendStream application shall support the LTP convergence layer.,The convergence layer requirements are implemented as part of the HDTN development. This application can be configured to use the convergence layer.,Demonstration,This requirement is verified when a demonstration shows the BPSendStream application is configured to use an LTP convergence layer and bundles are transmitted successfully.\
HDTNBPGRS-001,BPReceiveStream Bundle Protocol Version 6,The BPReceiveStream application shall support Bundle Protocol version 6.,The convergence layer requirements are implemented as part of the HDTN development. This application can be configured to use the convergence layer.,Demonstration,This requirement is verified when a demonstration shows the BPReceiveStream application is configured to use a Bundle Protocol v6 convergence layer and bundles are received successfully.\
HDTNBPGRS-002,BPReceiveStream Bundle Protocol Version 7,The BPReceiveStream application shall support Bundle Protocol version 7.,The convergence layer requirements are implemented as part of the HDTN development. This application can be configured to use the convergence layer.,Demonstration,This requirement is verified when a demonstration shows the BPReceiveStream application is configured to use a Bundle Protocol v7 convergence layer and bundles are received successfully.\
HDTNBPGRS-003,BPReceiveStream BPSec Support,The BPReceiveStream application shall support BPSec (RFC9172/RFC9173).,The convergence layer requirements are implemented as part of the HDTN development. This application can be configured to use the convergence layer.,Demonstration,This requirement is verified when a demonstration shows the BPReceiveStream application is configured to use BpSec and bundles are received successfully.\
HDTNBPGRS-004,BPReceiveStream Destination,The BPReceiveStream application shall receive bundle data with a specified EID.,The application needs a destination Endpoint ID to receive bundles.,Test,This requirement is verified when a test shows that the received bundles' bundle destination EID field matches the specified EID.\
HDTNBPGRS-005,BPReceiveStream TCP Convergence Layer,The BPReceiveStream application shall support the TCP version 4 convergence layer.,The convergence layer requirements are implemented as part of the HDTN development. This application can be configured to use the convergence layer.,Demonstration,This requirement is verified when a demonstration shows the BPReceiveStream application is configured to use a TCP v4 convergence layer and bundles are received successfully.\
HDTNBPGRS-006,BPReceiveStream UDP Convergence Layer,The BPReceiveStream application shall support the UDP convergence layer.,The convergence layer requirements are implemented as part of the HDTN development. This application can be configured to use the convergence layer.,Demonstration,This requirement is verified when a demonstration shows the BPReceiveStream application is configured to use a UDP convergence layer and bundles are received successfully.\
HDTNBPGRS-007,BPReceiveStream STCP Convergence Layer,The BPReceiveStream application shall support the STCP convergence layer.,The convergence layer requirements are implemented as part of the HDTN development. This application can be configured to use the convergence layer.,Demonstration,This requirement is verified when a demonstration shows the BPReceiveStream application is configured to use an STCP convergence layer and bundles are received successfully.\
HDTNBPGRS-008,BPReceiveStream LTP Convergence Layer,The BPReceiveStream application shall support the LTP convergence layer.,The convergence layer requirements are implemented as part of the HDTN development. This application can be configured to use the convergence layer.,Demonstration,This requirement is verified when a demonstration shows the BPReceiveStream application is configured to use an LTP convergence layer and bundles are transmitted successfully.\
HDTNROUT-001,Static Routing Configuration,The HDTN agent shall provide the ability to configure static routes.,Static routes are useful for simple network topologies and as a fallback routing method.,Demonstration,This requirement is verified when a demonstration shows a static route can be configured and a bundle is routed through the specified route.\
HDTNROUT-002,Static Routing Next Hop,Static routes shall specify the next hop for a given destination.,Static routing needs to define where a bundle is sent based on its destination.,Test,This requirement is verified when a test shows that a bundle sent to a given destination is sent to the configured next hop.\
HDTNROUT-003,Static Routing Default,A default static route shall apply to all bundles not covered by another static route.,A default static route simplifies network configuration by reducing the number of individual routes needed.,Test,This requirement is verified when a test sends a bundle to a destination not covered by an existing static route and it is sent to the default next hop.\
HDTNROUT-004,Schedule Aware Bundle Routing,HDTN shall be configurable to use the Schedule-Aware Bundle Routing (SABR) protocol as specified in CCSDS 734.3-B-1.,SABR provides routing based on a known schedule of contacts in a DTN.,Demonstration,This requirement is verified when a demonstration shows a bundle being routed according to a contact plan when SABR is enabled.\
HDTNENV-001,Linux OS Support,The HDTN CSCI shall run on the Linux operating system.,"The Linux operating system is used on many NASA systems, including the ISS.",Demonstration,This requirement is verified when a demonstration shows the HDTN software operating on a Linux operating system.\
HDTNENV-002,C++ 14,The HDTN CSCI shall be built using the C++ 14 compiler.,C++ 14 provides the needed features to develop the HDTN software.,Inspection,This requirement is verified when a review of the HDTN software development environment shows C++ 14 compiler is being used.\
HDTNENV-003,Make Build System,The HDTN CSCI shall be built using the Make build system.,Make is a common build automation tool for the Linux operating system.,Demonstration,This requirement is verified when a demonstration shows the HDTN CSCI can be built using the Make build system.\
HDTNENV-004,CMake Build System,The HDTN CSCI shall provide a CMake build system.,CMake is a common build automation tool.,Demonstration,This requirement is verified when a demonstration shows the HDTN CSCI can be built using the CMake build system.\
HDTNENV-005,OpenSSL FIPS 140-3,The HDTN CSCI shall require the OpenSSL FIPS 140-3 validated cryptographic module.,NPR 2810.1A requires that NASA systems use FIPS-validated cryptography.,Demonstration,This requirement is verified when a demonstration shows that the HDTN CSCI fails to build if OpenSSL with FIPS is not installed.\
HDTNENV-006,Configuration Files,The HDTN CSCI shall read its configuration from a user- supplied configuration file.,Configuration files allow flexibility in configuring the HDTN CSCI.,Demonstration,This requirement is verified when a demonstration shows the HDTN CSCI successfully reading configuration options from a configuration file.\
HDTNAPI-001,API Bindings,The HDTN API shall provide C++ language bindings.,C++ is the primary development language for HDTN and is the only supported language for the API.,Inspection,This requirement is verified when an inspection of the source code reveals a C++ API header.\
HDTNAPI-002,API Bundle Data,The HDTN API shall receive bundle data to be transmitted.,The HDTN API provides an interface for external applications to send bundles.,Test,This requirement is verified when a test shows an application can provide a buffer to be sent in a bundle to the HDTN API.\
HDTNAPI-003,API Bundle Metadata,The HDTN API shall receive bundle metadata to be transmitted.,Bundle metadata provides information used for routing and network management.,Test,This requirement is verified when a test shows an application can provide bundle metadata to the HDTN API.\
HDTNAPI-004,API Bundle Data Reception,The HDTN API shall deliver bundle data to the receiving application.,The HDTN API provides an interface for external applications to receive bundles.,Test,This requirement is verified when a test shows an application can receive a buffer with bundle payload data from the HDTN API.\
HDTNAPI-005,API Bundle Metadata Reception,The HDTN API shall deliver bundle metadata to the receiving application.,Bundle metadata provides information used for routing and network management.,Test,This requirement is verified when a test shows an application can receive bundle metadata from the HDTN API.\
HDTNAPI-006,API Error Reporting,The HDTN API shall report errors to the application.,Error reporting is important for troubleshooting issues with the application and network.,Test,This requirement is verified when a test shows that the API reports an error message to the application when an error is encountered.\
HDTNAPI-007,API Connection Status,The HDTN API shall report the connection status to the application.,The connection status allows the application to respond to network availability.,Test,This requirement is verified when a test shows that the API reports a connected status when connected to the HDTN agent and a disconnected status when it is not.\
HDTNAPI-008,API Connection Timeout,The HDTN API shall report an error when a connection to the HDTN CSCI cannot be established within a timeout period.,A timeout is needed to avoid an indefinite wait when the HDTN CSCI is unavailable.,Test,This requirement is verified when a test attempts to connect to a non-existent HDTN CSCI and an error is returned after a timeout.\
HDTNGUI-001,GUI Display Storage Metrics,The HDTN GUI shall display the metrics described in Table E-1 Storage Metrics.,These metrics are specified as the minimum required for network operators.,Demonstration,This requirement is verified when a demonstration shows the GUI displaying the required Storage Metrics.\
HDTNGUI-002,GUI Display LTP Metrics,The HDTN GUI shall display the metrics described in Table E-2 LTP Metrics.,These metrics are specified as the minimum required for network operators.,Demonstration,This requirement is verified when a demonstration shows the GUI displaying the required LTP Metrics.\
HDTNGUI-003,GUI Display STCP Metrics,The HDTN GUI shall display the metrics described in Table E-3 STCP Metrics.,These metrics are specified as the minimum required for network operators.,Demonstration,This requirement is verified when a demonstration shows the GUI displaying the required STCP Metrics.\
HDTNGUI-004,GUI Display TCP Metrics,The HDTN GUI shall display the metrics described in Table E-4 TCP Metrics.,These metrics are specified as the minimum required for network operators.,Demonstration,This requirement is verified when a demonstration shows the GUI displaying the required TCP Metrics.\
HDTNGUI-005,GUI Display UDP Metrics,The HDTN GUI shall display the metrics described in Table E-5 UDP Metrics.,These metrics are specified as the minimum required for network operators.,Demonstration,This requirement is verified when a demonstration shows the GUI displaying the required UDP Metrics.\
HDTNGUI-006,GUI Update Rate,The HDTN GUI shall update at a user-configurable rate.,The update rate should be configurable to adjust to operator needs and network conditions.,Demonstration,This requirement is verified when a demonstration shows the GUI update rate can be configured by the user.\
HDTNGUI-007,GUI Configuration,The HDTN GUI shall allow the user to specify the configuration for the HDTN agent.,The GUI should be able to start and stop the HDTN agent.,Demonstration,This requirement is verified when a demonstration shows the user can configure and start the HDTN agent from the GUI.\
HDTNGUI-008,System View Display,The user interface shall display a system view showing the HDTN components and how data flows through the system.,The system view provides a way to quickly understand the current state of HDTN and its main components.,Demonstration,This requirement is considered verified when a demonstration is performed where the GUI displays a system view with HDTN components and shows how data flows through the system.\
HDTNGUI-009,System View Display Preferences,The user interface shall provide display preference options for the system view.,"This allows the system view to adapt to different screen sizes and user preferences, including font size and color theme.",Demonstration,This requirement is considered verified when a demonstration is performed where the GUI correctly displays on various screen sizes.\
HDTNGUI-010,Ping Via GUI,The user interface shall support sending a ping command.,This lets the user quickly determine whether a connection exists to the given node.,Demonstration,This requirement is considered verified when a demonstration is performed where the GUI can send a ping to a requested node.\
HDTNGUI-011,GUI Outduct Display,The system view shall display metrics when the cursor is over the outduct.,This provides insight into the behavior of the convergence layers.,Demonstration,This requirement is considered verified when a demonstration is performed where the GUI displays outduct metrics when the cursor is over the outduct.\
HDTNGUI-012,GUI Induct Display,The system view shall display metrics when the cursor is over the induct.,This provides insight into the behavior of the convergence layers.,Demonstration,This requirement is considered verified when a demonstration is performed where the GUI displays induct metrics when the cursor is over the induct.\
HDTNGUI-013,GUI Storage Display,The system view shall display storage component metrics when the cursor is over the storage module.,This allows storage usage and capacity to be monitored.,Demonstration,This requirement is considered verified when a demonstration is performed where the GUI displays storage metrics when the cursor is over the storage module.}
